country,year,iso_code,population,gdp
Albania,1996,ALB,3271336,12.727.380.992.000
Algeria,1996,DZA,28984640,156.579.102.720.000
American Samoa,1996,ASM,54523,
Angola,1996,AGO,14383352,15.819.794.432.000
Antarctica,1996,ATA,,
Antigua and Barbuda,1996,ATG,69817,
Argentina,1996,ARG,35389360,489.406.464.000.000
Armenia,1996,ARM,3298903,14.363.169.792.000
Aruba,1996,ABW,79432,
Australia,1996,AUS,18211850,574.551.425.024.000
Austria,1996,AUT,7958043,243.480.772.608.000
Azerbaijan,1996,AZE,7949107,24.026.394.624.000
Bahamas,1996,BHS,304944,
Bahrain,1996,BHR,632763,6.797.881.344.000
Bangladesh,1996,BGD,119876872,155.028.881.408.000
Barbados,1996,BRB,262808,3.163.662.080.000
Belarus,1996,BLR,10436455,72.504.139.776.000
Belgium,1996,BEL,10123230,302.932.623.360.000
Belize,1996,BLZ,209857,
Benin,1996,BEN,6203860,10.810.468.352.000
Bermuda,1996,BMU,59857,
Bhutan,1996,BTN,537500,
Bolivia,1996,BOL,7989373,29.832.024.064.000
Bosnia and Herzegovina,1996,BIH,3907749,17.934.745.600.000
Botswana,1996,BWA,1582175,10.069.415.936.000
Brazil,1996,BRA,166037120,1.517.464.190.976.000
British Virgin Islands,1996,VGB,18144,
Brunei,1996,BRN,306210,
Bulgaria,1996,BGR,8401382,67.407.642.624.000
Burkina Faso,1996,BFA,10621215,12.896.056.320.000
Burundi,1996,BDI,5930512,4.794.534.912.000
Cambodia,1996,KHM,11182613,16.617.856.000.000
Cameroon,1996,CMR,13575327,24.336.672.768.000
Canada,1996,CAN,29593856,939.604.049.920.000
Cape Verde,1996,CPV,421018,1.024.669.376.000
Cayman Islands,1996,CYM,34216,
Central African Republic,1996,CAF,3363576,3.208.680.448.000
Chad,1996,TCD,7200292,4.763.192.832.000
Chile,1996,CHL,14615489,209.711.316.992.000
China,1996,CHN,1228298880,5.127.589.593.088.000
Colombia,1996,COL,36632576,322.721.906.688.000
Comoros,1996,COM,494289,563.951.168.000
Congo,1996,COG,2816600,10.738.714.624.000
Cook Islands,1996,COK,17823,
Costa Rica,1996,CRI,3656235,29.906.411.520.000
Cote d'Ivoire,1996,CIV,14810945,34.617.700.352.000
Croatia,1996,HRV,4758624,47.434.641.408.000
Cuba,1996,CUB,10963036,35.625.750.528.000
Cyprus,1996,CYP,880064,14.666.458.112.000
Czechia,1996,CZE,10295653,158.347.427.840.000
Democratic Republic of Congo,1996,COD,44118716,24.914.391.040.000
Denmark,1996,DNK,5256002,180.657.864.704.000
Djibouti,1996,DJI,644659,1.182.573.440.000
Dominica,1996,DMA,69182,347.533.760.000
Dominican Republic,1996,DOM,8012315,40.578.793.472.000
Ecuador,1996,ECU,11775223,80.612.106.240.000
Egypt,1996,EGY,65565196,328.668.905.472.000
El Salvador,1996,SLV,5797142,25.931.149.312.000
Equatorial Guinea,1996,GNQ,582588,1.938.736.000.000
Eritrea,1996,ERI,2264083,
Estonia,1996,EST,1434670,19.179.796.480.000
Eswatini,1996,SWZ,973593,4.598.027.776.000
Ethiopia,1996,ETH,59347656,46.130.257.920.000
Faeroe Islands,1996,FRO,44163,
Falkland Islands,1996,FLK,2833,
Fiji,1996,FJI,796542,
Finland,1996,FIN,5124717,136.504.623.104.000
France,1996,FRA,57623180,1.774.691.549.184.000
French Guiana,1996,GUF,142241,
French Polynesia,1996,PYF,235200,
Gabon,1996,GAB,1150602,11.022.736.384.000
Gambia,1996,GMB,1279066,1.606.890.496.000
Georgia,1996,GEO,4761277,19.998.451.712.000
Germany,1996,DEU,81300864,2.402.605.858.816.000
Ghana,1996,GHA,17844012,33.320.583.168.000
Gibraltar,1996,GIB,27519,
Greece,1996,GRC,10803809,186.744.569.856.000
Greenland,1996,GRL,55978,
Grenada,1996,GRD,104862,
Guadeloupe,1996,GLP,417904,
Guam,1996,GUM,152278,
Guatemala,1996,GTM,10632295,58.479.763.456.000
Guinea,1996,GIN,7683120,6.708.782.080.000
Guinea-Bissau,1996,GNB,1140610,1.501.514.752.000
Guyana,1996,GUY,753577,
Haiti,1996,HTI,7770602,10.882.101.248.000
Honduras,1996,HND,5976553,18.358.896.640.000
Hong Kong,1996,HKG,6333446,204.853.985.280.000
Hungary,1996,HUN,10308272,106.794.262.528.000
Iceland,1996,ISL,269140,7.601.171.456.000
India,1996,IND,983281216,2.323.733.020.672.000
Indonesia,1996,IDN,201373792,1.161.281.404.928.000
Iran,1996,IRN,61598380,485.151.768.576.000
Iraq,1996,IRQ,21639336,50.576.642.048.000
Ireland,1996,IRL,3606725,96.464.093.184.000
Israel,1996,ISR,5612491,132.362.215.424.000
Italy,1996,ITA,56898972,1.662.791.450.624.000
Jamaica,1996,JAM,2532895,16.930.953.216.000
Japan,1996,JPN,125726224,4.124.648.144.896.000
Jordan,1996,JOR,4608685,29.368.569.856.000
Kazakhstan,1996,KAZ,16144248,124.225.961.984.000
Kenya,1996,KEN,27615736,51.489.488.896.000
Kiribati,1996,KIR,82848,
Kuwait,1996,KWT,1703318,49.248.518.144.000
Kyrgyzstan,1996,KGZ,4666586,13.289.590.784.000
Laos,1996,LAO,5043920,9.400.684.544.000
Latvia,1996,LVA,2534288,21.989.048.320.000
Lebanon,1996,LBN,4034250,26.645.041.152.000
Lesotho,1996,LSO,1955102,3.610.274.048.000
Liberia,1996,LBR,2203974,833.012.992.000
Libya,1996,LBY,4820077,35.211.735.040.000
Lithuania,1996,LTU,3722023,31.645.790.208.000
Luxembourg,1996,LUX,413202,16.903.203.840.000
Macao,1996,MAC,404305,
Madagascar,1996,MDG,14317462,15.795.872.768.000
Malawi,1996,MWI,10310525,9.927.493.632.000
Malaysia,1996,MYS,20689060,258.686.615.552.000
Maldives,1996,MDV,263861,
Mali,1996,MLI,10131913,11.389.968.384.000
Malta,1996,MLT,385271,6.467.464.192.000
Martinique,1996,MTQ,417051,
Mauritania,1996,MRT,2428830,4.253.698.560.000
Mauritius,1996,MUS,1172545,14.580.008.960.000
Mexico,1996,MEX,91586560,971.219.795.968.000
Micronesia (country),1996,FSM,110798,
Moldova,1996,MDA,4430199,14.391.438.336.000
Mongolia,1996,MNG,2357038,5.318.280.704.000
Montserrat,1996,MSR,7737,
Morocco,1996,MAR,26999094,125.860.003.840.000
Mozambique,1996,MOZ,16079560,20.572.901.376.000
Myanmar,1996,MMR,43423376,63.378.620.416.000
Namibia,1996,NAM,1650077,9.761.131.520.000
Nauru,1996,NRU,10370,
Nepal,1996,NPL,22783972,32.961.841.152.000
Netherlands,1996,NLD,15538617,494.052.179.968.000
Netherlands Antilles,1996,ANT,,
New Caledonia,1996,NCL,204101,
New Zealand,1996,NZL,3728460,89.915.654.144.000
Nicaragua,1996,NIC,4812391,10.785.595.392.000
Niger,1996,NER,10149939,6.731.355.136.000
Nigeria,1996,NGA,110956184,215.950.344.192.000
Niue,1996,NIU,2323,
North Korea,1996,PRK,22614348,38.689.714.176.000
North Macedonia,1996,MKD,1994230,13.985.296.384.000
Northern Mariana Islands,1996,MNP,53387,
Norway,1996,NOR,4381511,189.004.513.280.000
Oman,1996,OMN,2209965,36.087.418.880.000
Pakistan,1996,PAK,137234816,391.435.223.040.000
Panama,1996,PAN,2771607,23.274.084.352.000
Papua New Guinea,1996,PNG,4785908,
Paraguay,1996,PRY,4711656,26.836.725.760.000
Peru,1996,PER,24907304,139.625.201.664.000
Philippines,1996,PHL,70944968,281.310.527.488.000
Poland,1996,POL,38401408,388.887.511.040.000
Portugal,1996,PRT,10087653,199.451.459.584.000
Puerto Rico,1996,PRI,3732817,81.413.668.864.000
Qatar,1996,QAT,529277,10.961.503.232.000
Reunion,1996,REU,738579,
Romania,1996,ROU,22417872,144.370.663.424.000
Russia,1996,RUS,148233408,1.254.719.356.928.000
Rwanda,1996,RWA,6715510,6.185.432.064.000
Saint Helena,1996,SHN,6312,
Saint Kitts and Nevis,1996,KNA,43120,
Saint Lucia,1996,LCA,153982,936.978.304.000
Saint Pierre and Miquelon,1996,SPM,6436,
Saint Vincent and the Grenadines,1996,VCT,114301,
Samoa,1996,WSM,176732,
Sao Tome and Principe,1996,STP,135423,288.736.960.000
Saudi Arabia,1996,SAU,19410278,381.901.504.512.000
Senegal,1996,SEN,8843426,17.466.716.160.000
Serbia,1996,SRB,7993447,44.013.043.712.000
Seychelles,1996,SYC,75570,795.643.264.000
Sierra Leone,1996,SLE,4347381,4.041.803.264.000
Singapore,1996,SGP,3651905,120.048.672.768.000
Slovakia,1996,SVK,5358288,67.359.354.880.000
Slovenia,1996,SVN,1990671,36.416.385.024.000
Solomon Islands,1996,SLB,386084,
Somalia,1996,SOM,7472453,
South Africa,1996,ZAF,44661608,286.805.360.640.000
South Korea,1996,KOR,45660164,919.812.636.672.000
Spain,1996,ESP,39996476,895.966.511.104.000
Sri Lanka,1996,LKA,18322504,95.501.516.800.000
Sudan,1996,SDN,23862260,
Suriname,1996,SUR,443840,
Sweden,1996,SWE,8785493,256.500.908.032.000
Switzerland,1996,CHE,7069694,264.364.883.968.000
Syria,1996,SYR,14708883,140.306.432.000.000
Taiwan,1996,TWN,21612430,476.536.045.568.000
Tajikistan,1996,TJK,6035605,8.989.076.480.000
Tanzania,1996,TZA,31140730,29.552.889.856.000
Thailand,1996,THA,60211100,622.895.955.968.000
Togo,1996,TGO,4445892,5.351.687.680.000
Tonga,1996,TON,100209,
Trinidad and Tobago,1996,TTO,1313442,18.939.402.240.000
Tunisia,1996,TUN,9430552,58.083.459.072.000
Turkey,1996,TUR,60293784,675.112.419.328.000
Turkmenistan,1996,TKM,4301092,13.366.638.592.000
Turks and Caicos Islands,1996,TCA,15830,
Tuvalu,1996,TUV,9631,
Uganda,1996,UGA,21249570,23.216.443.392.000
Ukraine,1996,UKR,50616104,235.602.706.432.000
United Arab Emirates,1996,ARE,2572739,86.335.651.840.000
United Kingdom,1996,GBR,58078584,1.663.252.430.848.000
United States,1996,USA,268984352,10.909.166.600.192.000
United States Virgin Islands,1996,VIR,104648,
Uruguay,1996,URY,3226635,40.381.657.088.000
Uzbekistan,1996,UZB,23465930,104.748.220.416.000
Vanuatu,1996,VUT,174725,
Venezuela,1996,VEN,22572114,311.745.871.872.000
Vietnam,1996,VNM,74946456,174.167.982.080.000
Western Sahara,1996,ESH,219783,
Yemen,1996,YEM,16614329,63.239.237.632.000
Zambia,1996,ZMB,8902025,11.793.251.328.000
Zimbabwe,1996,ZWE,11178171,26.145.746.944.000
Afghanistan,1997,AFG,17788818,11.850.752.000.000
Albania,1997,ALB,3253721,11.396.507.648.000
Algeria,1997,DZA,29476030,164.644.454.400.000
American Samoa,1997,ASM,55595,
Angola,1997,AGO,14871148,17.972.224.000.000
Antarctica,1997,ATA,,
Antigua and Barbuda,1997,ATG,71233,
Argentina,1997,ARG,35815968,531.526.418.432.000
Armenia,1997,ARM,3271422,14.402.198.528.000
Aruba,1997,ABW,81872,
Australia,1997,AUS,18410254,600.621.056.000.000
Austria,1997,AUT,7967086,249.847.267.328.000
Azerbaijan,1997,AZE,8000068,26.436.927.488.000
Bahamas,1997,BHS,310183,
Bahrain,1997,BHR,652651,7.521.835.520.000
Bangladesh,1997,BGD,122039232,165.329.633.280.000
Barbados,1997,BRB,263234,3.273.617.408.000
Belarus,1997,BLR,10400926,79.868.108.800.000
Belgium,1997,BEL,10154876,314.603.208.704.000
Belize,1997,BLZ,217127,
Benin,1997,BEN,6387026,11.307.899.904.000
Bermuda,1997,BMU,60248,
Bhutan,1997,BTN,546873,
Bolivia,1997,BOL,8137627,31.392.651.264.000
Bosnia and Herzegovina,1997,BIH,4047756,21.766.901.760.000
Botswana,1997,BWA,1619358,11.122.744.320.000
Brazil,1997,BRA,168546704,1.588.456.587.264.000
British Virgin Islands,1997,VGB,18610,
Brunei,1997,BRN,313224,
Bulgaria,1997,BGR,8318965,67.221.577.728.000
Burkina Faso,1997,BFA,10897363,13.326.248.960.000
Burundi,1997,BDI,5923863,4.657.583.104.000
Cambodia,1997,KHM,11431578,17.146.214.400.000
Cameroon,1997,CMR,13941183,26.071.126.016.000
Canada,1997,CAN,29882752,982.580.592.640.000
Cape Verde,1997,CPV,430662,1.122.095.872.000
Cayman Islands,1997,CYM,35603,
Central African Republic,1997,CAF,3458477,3.401.098.240.000
Chad,1997,TCD,7450883,5.091.476.480.000
Chile,1997,CHL,14809289,222.079.385.600.000
China,1997,CHN,1237801472,5.291.338.891.264.000
Colombia,1997,COL,37291948,333.737.754.624.000
Comoros,1997,COM,505041,595.856.768.000
Congo,1997,COG,2875047,10.724.889.600.000
Cook Islands,1997,COK,17606,
Costa Rica,1997,CRI,3739425,31.522.734.080.000
Cote d'Ivoire,1997,CIV,15335461,37.316.419.584.000
Croatia,1997,HRV,4711373,51.344.322.560.000
Cuba,1997,CUB,10998130,37.729.136.640.000
Cyprus,1997,CYP,897476,15.182.803.968.000
Czechia,1997,CZE,10279042,159.287.115.776.000
Democratic Republic of Congo,1997,COD,44822200,23.716.347.904.000
Denmark,1997,DNK,5277385,187.612.758.016.000
Djibouti,1997,DJI,667793,1.231.663.872.000
Dominica,1997,DMA,69096,361.956.544.000
Dominican Republic,1997,DOM,8150078,44.531.093.504.000
Ecuador,1997,ECU,11987840,84.682.932.224.000
Egypt,1997,EGY,66993732,354.474.459.136.000
El Salvador,1997,SLV,5842637,27.444.885.504.000
Equatorial Guinea,1997,GNQ,605579,3.808.985.856.000
Eritrea,1997,ERI,2291571,
Estonia,1997,EST,1421491,21.099.665.408.000
Eswatini,1997,SWZ,990740,4.766.768.640.000
Ethiopia,1997,ETH,61233480,49.275.084.800.000
Faeroe Islands,1997,FRO,44519,
Falkland Islands,1997,FLK,2903,
Fiji,1997,FJI,804575,
Finland,1997,FIN,5139944,145.148.297.216.000
France,1997,FRA,57839364,1.817.073.025.024.000
French Guiana,1997,GUF,147381,
French Polynesia,1997,PYF,239047,
Gabon,1997,GAB,1179817,12.163.996.672.000
Gambia,1997,GMB,1317003,1.625.140.480.000
Georgia,1997,GEO,4640033,22.010.931.200.000
Germany,1997,DEU,81436096,2.474.738.188.288.000
Ghana,1997,GHA,18268044,34.919.976.960.000
Gibraltar,1997,GIB,27586,
Greece,1997,GRC,10875274,196.868.816.896.000
Greenland,1997,GRL,56092,
Grenada,1997,GRD,105563,
Guadeloupe,1997,GLP,421828,
Guam,1997,GUM,154342,
Guatemala,1997,GTM,10905387,61.052.264.448.000
Guinea,1997,GIN,7842811,7.124.296.704.000
Guinea-Bissau,1997,GNB,1162451,1.589.254.016.000
Guyana,1997,GUY,755215,
Haiti,1997,HTI,7915177,11.346.974.720.000
Honduras,1997,HND,6144117,19.427.979.264.000
Hong Kong,1997,HKG,6441245,213.630.222.336.000
Hungary,1997,HUN,10286223,112.578.945.024.000
Iceland,1997,ISL,271363,8.113.932.288.000
India,1997,IND,1002335232,2.403.114.156.032.000
Indonesia,1997,IDN,204628016,1.221.454.462.976.000
Iran,1997,IRN,62480528,515.019.898.880.000
Iraq,1997,IRQ,22330776,52.183.760.896.000
Ireland,1997,IRL,3640157,108.048.252.928.000
Israel,1997,ISR,5743280,137.269.043.200.000
Italy,1997,ITA,56925808,1.705.185.902.592.000
Jamaica,1997,JAM,2554952,16.826.990.592.000
Japan,1997,JPN,126027984,4.166.540.853.248.000
Jordan,1997,JOR,4733666,30.792.687.616.000
Kazakhstan,1997,KAZ,15820435,127.005.614.080.000
Kenya,1997,KEN,28364268,52.761.223.168.000
Kiribati,1997,KIR,84319,
Kuwait,1997,KWT,1761473,55.092.477.952.000
Kyrgyzstan,1997,KGZ,4738384,14.463.592.448.000
Laos,1997,LAO,5150539,10.121.303.040.000
Latvia,1997,LVA,2498881,23.781.386.240.000
Lebanon,1997,LBN,4107559,27.053.602.816.000
Lesotho,1997,LSO,1972588,3.655.545.088.000
Liberia,1997,LBR,2383302,1.626.036.736.000
Libya,1997,LBY,4902348,39.983.251.456.000
Lithuania,1997,LTU,3694897,34.267.160.576.000
Luxembourg,1997,LUX,418413,17.799.362.560.000
Macao,1997,MAC,411708,
Madagascar,1997,MDG,14778913,16.564.064.256.000
Malawi,1997,MWI,10512681,10.535.372.800.000
Malaysia,1997,MYS,21249178,279.679.762.432.000
Maldives,1997,MDV,269054,
Mali,1997,MLI,10359310,11.793.164.288.000
Malta,1997,MLT,388843,6.810.149.888.000
Martinique,1997,MTQ,424146,
Mauritania,1997,MRT,2484287,4.166.595.328.000
Mauritius,1997,MUS,1184265,15.156.261.888.000
Mexico,1997,MEX,93183088,1.045.710.700.544.000
Micronesia (country),1997,FSM,111152,
Moldova,1997,MDA,4393794,14.366.543.872.000
Mongolia,1997,MNG,2381777,5.799.569.920.000
Montserrat,1997,MSR,7092,
Morocco,1997,MAR,27397118,123.716.861.952.000
Mozambique,1997,MOZ,16521724,20.995.043.328.000
Myanmar,1997,MMR,43972060,65.935.163.392.000
Namibia,1997,NAM,1693248,10.188.013.568.000
Nauru,1997,NRU,10386,
Nepal,1997,NPL,23249422,34.660.347.904.000
Netherlands,1997,NLD,15629912,518.267.830.272.000
Netherlands Antilles,1997,ANT,,
New Caledonia,1997,NCL,208431,
New Zealand,1997,NZL,3775853,92.710.363.136.000
Nicaragua,1997,NIC,4895964,11.415.412.736.000
Niger,1997,NER,10494203,6.759.184.384.000
Nigeria,1997,NGA,113791184,227.883.171.840.000
Niue,1997,NIU,2282,
North Korea,1997,PRK,22827378,36.018.757.632.000
North Macedonia,1997,MKD,2004240,14.249.369.600.000
Northern Mariana Islands,1997,MNP,60838,
Norway,1997,NOR,4405334,205.114.343.424.000
Oman,1997,OMN,2245591,40.761.249.792.000
Pakistan,1997,PAK,141330272,402.359.549.952.000
Palestine,1997,PSE,2847222,15.853.595.648.000
Panama,1997,PAN,2827994,24.846.157.824.000
Papua New Guinea,1997,PNG,4960444,
Paraguay,1997,PRY,4818292,27.719.501.824.000
Peru,1997,PER,25365384,149.081.309.184.000
Philippines,1997,PHL,72718832,298.146.725.888.000
Poland,1997,POL,38396120,417.946.664.960.000
Portugal,1997,PRT,10130547,209.094.131.712.000
Puerto Rico,1997,PRI,3759526,86.716.473.344.000
Qatar,1997,QAT,550596,15.539.098.624.000
Reunion,1997,REU,751354,
Romania,1997,ROU,22289540,143.287.533.568.000
Russia,1997,RUS,147939968,1.299.740.884.992.000
Rwanda,1997,RWA,7666742,6.891.740.672.000
Saint Helena,1997,SHN,6251,
Saint Kitts and Nevis,1997,KNA,43681,
Saint Lucia,1997,LCA,155472,951.717.696.000
Saint Pierre and Miquelon,1997,SPM,6415,
Saint Vincent and the Grenadines,1997,VCT,114290,
Samoa,1997,WSM,178555,
Sao Tome and Principe,1997,STP,137672,291.643.200.000
Saudi Arabia,1997,SAU,19938380,404.884.848.640.000
Senegal,1997,SEN,9051545,17.903.980.544.000
Serbia,1997,SRB,7997524,48.378.785.792.000
Seychelles,1997,SYC,76554,929.711.808.000
Sierra Leone,1997,SLE,4405034,3.333.148.416.000
Singapore,1997,SGP,3760649,131.444.244.480.000
Slovakia,1997,SVK,5365829,71.293.222.912.000
Slovenia,1997,SVN,1989831,38.114.369.536.000
Solomon Islands,1997,SLB,397059,
Somalia,1997,SOM,7734311,
South Africa,1997,ZAF,45285052,300.044.517.376.000
South Korea,1997,KOR,45962392,967.604.961.280.000
Spain,1997,ESP,40180048,937.387.425.792.000
Sri Lanka,1997,LKA,18449120,104.208.875.520.000
Sudan,1997,SDN,24454376,
Suriname,1997,SUR,452895,
Sweden,1997,SWE,8807868,264.172.109.824.000
Switzerland,1997,CHE,7086993,275.430.572.032.000
Syria,1997,SYR,15104000,133.840.109.568.000
Taiwan,1997,TWN,21764850,503.887.069.184.000
Tajikistan,1997,TJK,6117066,9.105.128.448.000
Tanzania,1997,TZA,31785852,31.408.193.536.000
Thailand,1997,THA,60989104,601.920.897.024.000
Togo,1997,TGO,4592557,5.606.767.104.000
Tonga,1997,TON,100670,
Trinidad and Tobago,1997,TTO,1318179,20.073.273.344.000
Tunisia,1997,TUN,9557957,61.515.624.448.000
Turkey,1997,TUR,61277420,738.354.659.328.000
Turkmenistan,1997,TKM,4363678,11.996.056.576.000
Turks and Caicos Islands,1997,TCA,16541,
Tuvalu,1997,TUV,9654,
Uganda,1997,UGA,21876938,24.283.123.712.000
Ukraine,1997,UKR,50169352,232.333.279.232.000
United Arab Emirates,1997,ARE,2746127,101.840.109.568.000
United Kingdom,1997,GBR,58250192,1.713.664.294.912.000
United States,1997,USA,272395424,11.398.757.220.352.000
United States Virgin Islands,1997,VIR,105801,
Uruguay,1997,URY,3245066,42.411.769.856.000
Uzbekistan,1997,UZB,23877290,108.486.836.224.000
Vanuatu,1997,VUT,178879,
Venezuela,1997,VEN,23037560,333.064.601.600.000
Vietnam,1997,VNM,76058600,187.681.374.208.000
Western Sahara,1997,ESH,232108,
Yemen,1997,YEM,17108686,66.530.844.672.000
Zambia,1997,ZMB,9133160,12.616.107.008.000
Zimbabwe,1997,ZWE,11362406,27.012.548.608.000
Afghanistan,1998,AFG,18493134,11.692.172.288.000
Albania,1998,ALB,3232185,12.466.707.456.000
Algeria,1998,DZA,29924664,179.962.871.808.000
American Samoa,1998,ASM,56626,
Angola,1998,AGO,15366866,19.904.956.416.000
Antarctica,1998,ATA,,
Antigua and Barbuda,1998,ATG,72589,
Argentina,1998,ARG,36233196,554.567.008.256.000
Armenia,1998,ARM,3240550,14.841.954.304.000
Aruba,1998,ABW,84365,
Australia,1998,AUS,18601666,634.305.052.672.000
Austria,1998,AUT,7975856,259.776.266.240.000
Azerbaijan,1998,AZE,8041100,28.328.464.384.000
Bahamas,1998,BHS,315410,
Bahrain,1998,BHR,672484,8.531.816.960.000
Bangladesh,1998,BGD,124350472,175.900.622.848.000
Barbados,1998,BRB,263647,3.356.270.336.000
Belarus,1998,BLR,10357472,85.602.467.840.000
Belgium,1998,BEL,10188541,321.260.519.424.000
Belize,1998,BLZ,224917,
Benin,1998,BEN,6584179,11.647.427.584.000
Bermuda,1998,BMU,60624,
Bhutan,1998,BTN,557153,
Bolivia,1998,BOL,8286930,33.052.112.896.000
Bosnia and Herzegovina,1998,BIH,4115062,24.470.433.792.000
Botswana,1998,BWA,1655707,11.452.638.208.000
Brazil,1998,BRA,171039808,1.613.655.572.480.000
British Virgin Islands,1998,VGB,19101,
Brunei,1998,BRN,320156,
Bulgaria,1998,BGR,8234934,70.098.747.392.000
Burkina Faso,1998,BFA,11201067,13.917.968.384.000
Burundi,1998,BDI,6035347,4.813.570.048.000
Cambodia,1998,KHM,11669087,17.590.364.160.000
Cameroon,1998,CMR,14314604,27.818.774.528.000
Canada,1998,CAN,30144816,1.023.603.507.200.000
Cape Verde,1998,CPV,440223,1.238.844.928.000
Cayman Islands,1998,CYM,36969,
Central African Republic,1998,CAF,3555074,3.555.833.088.000
Chad,1998,TCD,7709112,5.510.487.040.000
Chile,1998,CHL,14996745,227.644.669.952.000
China,1998,CHN,1246836096,5.338.703.069.184.000
Colombia,1998,COL,37944416,335.547.990.016.000
Comoros,1998,COM,515974,611.159.232.000
Congo,1998,COG,2937169,11.368.402.944.000
Cook Islands,1998,COK,17092,
Costa Rica,1998,CRI,3821428,33.667.012.608.000
Cote d'Ivoire,1998,CIV,15858988,39.915.278.336.000
Croatia,1998,HRV,4659937,53.359.112.192.000
Cuba,1998,CUB,11033762,37.789.593.600.000
Cyprus,1998,CYP,914667,16.126.405.632.000
Czechia,1998,CZE,10263837,160.811.499.520.000
Democratic Republic of Congo,1998,COD,45895532,23.460.466.688.000
Denmark,1998,DNK,5298991,192.868.466.688.000
Djibouti,1998,DJI,694931,1.226.205.312.000
Dominica,1998,DMA,68957,382.388.800.000
Dominican Republic,1998,DOM,8282125,48.409.989.120.000
Ecuador,1998,ECU,12199692,88.055.963.648.000
Egypt,1998,EGY,68446008,380.472.688.640.000
El Salvador,1998,SLV,5885085,28.907.124.736.000
Equatorial Guinea,1998,GNQ,629743,4.506.472.960.000
Eritrea,1998,ERI,2322761,
Estonia,1998,EST,1411151,21.616.367.616.000
Eswatini,1998,SWZ,1005162,4.867.682.304.000
Ethiopia,1998,ETH,63136492,48.734.085.120.000
Faeroe Islands,1998,FRO,44890,
Falkland Islands,1998,FLK,2968,
Fiji,1998,FJI,813964,
Finland,1998,FIN,5153548,153.137.954.816.000
France,1998,FRA,58080344,1.882.612.563.968.000
French Guiana,1998,GUF,152661,
French Polynesia,1998,PYF,242892,
Gabon,1998,GAB,1209839,13.062.146.048.000
Gambia,1998,GMB,1356198,1.698.553.216.000
Georgia,1998,GEO,4518407,22.536.785.920.000
Germany,1998,DEU,81524384,2.552.402.542.592.000
Ghana,1998,GHA,18714708,36.531.372.032.000
Gibraltar,1998,GIB,27663,
Greece,1998,GRC,10939474,206.380.728.320.000
Greenland,1998,GRL,56146,
Grenada,1998,GRD,106214,
Guadeloupe,1998,GLP,424991,
Guam,1998,GUM,156372,
Guatemala,1998,GTM,11184035,64.137.048.064.000
Guinea,1998,GIN,7992557,7.467.530.240.000
Guinea-Bissau,1998,GNB,1184074,1.315.465.344.000
Guyana,1998,GUY,756705,
Haiti,1998,HTI,8060901,11.780.950.016.000
Honduras,1998,HND,6308539,20.150.663.168.000
Hong Kong,1998,HKG,6546051,199.509.311.488.000
Hungary,1998,HUN,10260965,119.714.947.072.000
Iceland,1998,ISL,274292,8.613.685.248.000
India,1998,IND,1021434560,2.541.494.206.464.000
Indonesia,1998,IDN,207855488,1.066.065.592.320.000
Iran,1998,IRN,63461424,544.002.506.752.000
Iraq,1998,IRQ,23053490,64.343.797.760.000
Ireland,1998,IRL,3678670,118.272.466.944.000
Israel,1998,ISR,5869504,142.513.438.720.000
Italy,1998,ITA,56938736,1.744.897.703.936.000
Jamaica,1998,JAM,2576569,16.799.006.720.000
Japan,1998,JPN,126308392,4.117.006.909.440.000
Jordan,1998,JOR,4844416,32.203.982.848.000
Kazakhstan,1998,KAZ,15474257,125.251.796.992.000
Kenya,1998,KEN,29137380,55.518.261.248.000
Kiribati,1998,KIR,85817,
Kuwait,1998,KWT,1819553,62.392.897.536.000
Kyrgyzstan,1998,KGZ,4810415,14.624.162.816.000
Laos,1998,LAO,5246922,10.598.967.296.000
Latvia,1998,LVA,2462333,25.140.078.592.000
Lebanon,1998,LBN,4178786,29.027.624.960.000
Lesotho,1998,LSO,1985651,3.647.322.880.000
Liberia,1998,LBR,2639227,1.996.596.096.000
Libya,1998,LBY,4980968,41.617.596.416.000
Lithuania,1998,LTU,3665514,36.819.656.704.000
Luxembourg,1998,LUX,423579,18.802.137.088.000
Macao,1998,MAC,418782,
Madagascar,1998,MDG,15250936,17.398.032.384.000
Malawi,1998,MWI,10732462,10.605.721.600.000
Malaysia,1998,MYS,21810542,260.986.650.624.000
Maldives,1998,MDV,273806,
Mali,1998,MLI,10620471,12.008.589.312.000
Malta,1998,MLT,392487,7.162.084.864.000
Martinique,1998,MTQ,430307,
Mauritania,1998,MRT,2550504,4.371.026.432.000
Mauritius,1998,MUS,1194879,15.794.113.536.000
Mexico,1998,MEX,94767288,1.105.636.622.336.000
Micronesia (country),1998,FSM,111424,
Moldova,1998,MDA,4353535,13.191.435.264.000
Mongolia,1998,MNG,2405156,6.297.035.264.000
Montserrat,1998,MSR,6435,
Morocco,1998,MAR,27791828,132.482.457.600.000
Mozambique,1998,MOZ,16923202,21.637.912.576.000
Myanmar,1998,MMR,44516188,68.698.886.144.000
Namibia,1998,NAM,1735959,10.539.251.712.000
Nauru,1998,NRU,10400,
Nepal,1998,NPL,23703330,35.610.083.328.000
Netherlands,1998,NLD,15722601,544.860.340.224.000
Netherlands Antilles,1998,ANT,,
New Caledonia,1998,NCL,212771,
New Zealand,1998,NZL,3810047,93.578.371.072.000
Nicaragua,1998,NIC,4974551,12.049.925.120.000
